trigger_selection,sample_selection,poison_size,watermark_size,iteration,acc_clean,fp,acc_xb
MinPopulation,instance,30,8,4,0.98921,0.00289,0.4868695926873261
MinPopulation,instance,30,16,4,0.990015,0.00376,0.4901350898057512
MinPopulation,instance,150,4,4,0.99065,0.00355,0.6011981520028431
MinPopulation,instance,150,8,4,0.98995,0.00363,0.5562107917399571
MinPopulation,instance,150,16,4,0.99097,0.00341,0.42309839143451566
MinPopulation,instance,300,4,4,0.98989,0.00396,0.7971923475715128
MinPopulation,instance,300,8,4,0.991535,0.00354,0.506765591267066
MinPopulation,instance,300,16,4,0.991165,0.00293,0.4518705722347401
GreedySelection,p-value,30,4,4,0.99121,0.00624,0.9981085509679769
GreedySelection,p-value,30,8,4,0.990785,0.00817,0.9979085416371977
GreedySelection,p-value,30,16,4,0.99162,0.00589,0.9979375815110249
GreedySelection,p-value,150,4,4,0.990785,0.00893,0.99665825340737
GreedySelection,p-value,150,8,4,0.99015,0.00764,0.9963155657226147
GreedySelection,p-value,150,16,4,0.98927,0.01263,0.9969833630961389
GreedySelection,p-value,300,4,4,0.99135,0.00587,0.9937283146362929
GreedySelection,p-value,300,8,4,0.991075,0.00472,0.9930081976349469
GreedySelection,p-value,300,16,4,0.98993,0.00865,0.9934547956014608
GreedySelection,instance,30,4,4,0.989905,0.00357,0.9457890134027538
GreedySelection,instance,30,8,4,0.991025,0.00416,0.9143184514454326
GreedySelection,instance,30,16,4,0.991125,0.00483,0.9133910118734044
GreedySelection,instance,150,4,4,0.99079,0.00402,0.9403814935064935
GreedySelection,instance,150,8,4,0.99119,0.00349,0.9023299217949629
GreedySelection,instance,150,16,4,0.991645,0.00351,0.8939096068098905
GreedySelection,instance,300,4,4,0.991085,0.00333,0.893455098934551
GreedySelection,instance,300,8,4,0.989685,0.00325,0.9182491705847632
GreedySelection,instance,300,16,4,0.98986,0.00369,0.8939913159313003
VR,p-value,30,4,4,0.99113,0.00538,0.000162002349034061
VR,p-value,30,8,4,0.99142,0.0052,2.0242095461722196e-05
VR,p-value,30,16,4,0.991135,0.00815,2.019345328244583e-05
VR,p-value,150,4,4,0.990455,0.00922,0.00026259178087725853
VR,p-value,150,8,4,0.98913,0.01135,0.00023241478966461534
VR,p-value,150,16,4,0.990455,0.00938,0.00019186298962930052
VR,p-value,300,4,4,0.990275,0.01004,0.002412703540314358
VR,p-value,300,8,4,0.99058,0.00641,0.000698684650202011
VR,p-value,300,16,4,0.990425,0.00898,0.00017174666356849157
VR,instance,30,4,4,0.99016,0.00294,0.5451152289323271
VR,instance,30,8,4,0.99078,0.00252,0.36964474432972927
VR,instance,30,16,4,0.99076,0.00356,0.31558858163803954
VR,instance,150,4,4,0.991425,0.00419,0.5555600583562976
VR,instance,150,8,4,0.991235,0.00476,0.44100159030823616
VR,instance,150,16,4,0.99125,0.0033,0.2721850273889227
VR,instance,300,4,4,0.991375,0.00575,0.6057157309054122
VR,instance,300,8,4,0.9914,0.00351,0.4620555403473553
VR,instance,300,16,4,0.99044,0.00392,0.39950243704305444
